User_ID,Device_Type,Network_Type,Region
7578218668386766312,Smartphone,Wi-Fi,Urban
2088684796817660949,Smartphone,4G,Suburban
-3040660806141271468,Tablet,Wi-Fi,Suburban
8631031854582190195,PC,Wi-Fi,Suburban
-7592759206667400866,Tablet,5G,Suburban
-1680301468783930641,Tablet,5G,Jeux
-4102654053441961486,PC,5G,Rural
5932385077927442803,Tablet,Wi-Fi,Rural
-3289248567985336021,PC,Wi-Fi,Rural
6314727797006596119,Smartphone,5G,Rural
3474893331189093896,PC,Wi-Fi,Urban
3428488146773556468,Tablet,5G,Rural
1301152484833107024,PC,Wi-Fi,Suburban
-64228271522523330,Tablet,5G,Rural
3469519841250027845,Smartphone,4G,Rural
2736317154095275625,Tablet,5G,Urban
6623021205633973916,Tablet,5G,Suburban
2108321783691565634,Smartphone,5G,Rural
-4308138068554432409,PC,4G,Rural
-8275257443579093186,Tablet,4G,Suburban
291377836315219763,Smartphone,5G,Suburban
-8184144912483850017,Tablet,Wi-Fi,Suburban
-6895387723813747301,Smartphone,4G,Suburban
3998176999161191667,Smartphone,Wi-Fi,Urban
-7931532729910051157,PC,4G,Suburban
541833874106760317,PC,5G,Suburban
-3488762755489412491,PC,Wi-Fi,Urban
-4022276255817918450,,Wi-Fi,
6417657691172200055,Smartphone,Wi-Fi,Rural
-1618868260098504335,Smartphone,Wi-Fi,Suburban
5756581426373323188,Tablet,5G,Suburban
1050693604547802479,Tablet,Wi-Fi,Rural
7313740042067666087,PC,5G,Urban
5691001771703611536,Smartphone,4G,Rural
-6229024888198493775,Tablet,5G,Rural
8385491098017449273,Smartphone,5G,Suburban
-6681284040951975403,PC,4G,Suburban
-363576809595816009,Smartphone,4G,Urban
-5007034115621209133,Tablet,5G,Urban
-868614859022616846,Smartphone,5G,Suburban
6421494578718309426,PC,Wi-Fi,Urban
7330684929368037219,PC,Medios sociales,Rural
1160514608393193330,Tablet,Wi-Fi,Suburban
547356159732026824,Smartphone,4G,Rural
8095501011610368303,Smartphone,Wi-Fi,Suburban
1540915242596993398,Smartphone,4G,Suburban
-6745291901230539973,Tablet,4G,Urban
-1708499572842511586,PC,Wi-Fi,Urban
-5813008754792445404,PC,Wi-Fi,Suburban
-7882353455704292332,PC,5G,Suburban
-569084503696361676,Tablet,Wi-Fi,Rural
4008353502330671857,Smartphone,5G,Rural
5420581008916826506,This is free text for Device_Type,Wi-Fi,Suburban
-5038641076554078517,PC,Wi-Fi,Rural
1275859652091925876,Smartphone,4G,This is free text for Region
5716779055863788002,Tablet,4G,Suburban
-7209762479015527355,Tablet,4G,Rural
5724046431788034239,Smartphone,Wi-Fi,Suburban
4418791257724004712,Tablet,Wi-Fi,Rural
3336028046114297516,Tablet,Wi-Fi,Rural
1476556777736578348,Smartphone,5G,Urban
574057145716470040,Tablet,4G,Rural
-6980230727214751132,PC,5G,Suburban
4603519347656578593,,4G,
-7046624219160116394,Tablet,4G,Rural
2205809971331355306,device-123,Wi-Fi,Suburban
-3926387565965879833,PC,5G,Rural
963939377303541326,PC,4G,Urban
1694619527816392584,PC,Wi-Fi,Suburban
3620372053120901779,Smartphone,4G,Suburban
4495479688386455936,Smartphone,5G,Rural
-2888478592649516178,Smartphone,4G,Rural
-3559883630484667290,Tablet,4G,Rural
-7351284041251583642,Smartphone,5G,Urban
-8812734513808552998,PC,4G,Rural
-4972852787191773288,Smartphone,Wi-Fi,Suburban
9099747137468916855,Tablet,4G,Suburban
8757698872630740460,PC,Wi-Fi,Urban
-4010003984552503114,Smartphone,4G,Urban
6416640673312798646,Tablet,Wi-Fi,This is free text for Region
-5305968813293135139,PC,Wi-Fi,Rural
-7421469628149050732,PC,4G,Suburban
-7080275333636955606,Tablet,5G,Suburban
3236184633045274231,PC,5G,Urban
-1299661735020679311,Jeux,Wi-Fi,Rural
-8160947978622888334,Tablet,Wi-Fi,Urban
-125710072003203043,,Wi-Fi,
8863954155444483468,PC,5G,Rural
-822168694933682380,PC,4G,Suburban
-7010223299254431962,Tablet,Wi-Fi,Urban
-1871735378096378836,PC,4G,Rural
4066073558218299352,PC,Wi-Fi,Rural
-1764698768376860898,device-123,5G,Urban
-1008640968910827279,Tablet,Wi-Fi,Suburban
6216286874874079361,Smartphone,5G,Rural
-1401950223879202481,Smartphone,4G,Rural
5178197067395610331,Tablet,Wi-Fi,Urban
-3672338611080715216,PC,5G,Suburban
3294463475579918831,Tablet,5G,Rural
-8399871985407445364,Smartphone,5G,Suburban
8075550664010829113,PC,4G,Rural
8955736210037229831,device-123,4G,Suburban
-7345915198231462042,Smartphone,5G,Rural
-2282799144152767085,Tablet,5G,Urban
-3983568294068717848,,Wi-Fi,
-2939469539458127869,PC,Wi-Fi,Urban
6688659116928766329,PC,4G,Rural
6875305316277089004,Tablet,5G,Suburban
-5391169756889594352,PC,4G,Urban
1745525049200304525,Smartphone,5G,Rural
-4773270589452615445,PC,4G,Suburban
3572606768257705360,PC,4G,Urban
-8306968305539956968,Tablet,4G,Urban
-3994481401031893858,Smartphone,4G,Suburban
-5494790840929811519,Tablet,4G,Suburban
-8469534794186862699,Smartphone,Wi-Fi,Rural
-1629140113018920083,Tablet,4G,Urban
-8759576594760454587,PC,4G,Suburban
4772430113817862781,PC,5G,Urban
-5945280660426043543,Smartphone,4G,Urban
-2531862174625704884,Smartphone,5G,Rural
8860946627209304024,Smartphone,Wi-Fi,Urban
8842520996498016400,Tablet,Wi-Fi,Suburban
-3342247683462414836,Tablet,Wi-Fi,Suburban
5140317790322229801,device-123,Wi-Fi,Rural
1436823219899602139,Smartphone,4G,Urban
4197339053912574163,Tablet,Wi-Fi,Urban
3243157888433648744,PC,4G,Suburban
-2086244068421727045,PC,5G,Urban
-609387329030186238,Smartphone,Wi-Fi,Urban
5657398415928609505,Smartphone,Wi-Fi,Suburban
-7362332459541669706,PC,5G,Rural
7097136153202806913,Smartphone,5G,Suburban
-1044456371265561366,Tablet,Wi-Fi,Suburban
291377836315219763,Smartphone,4G,Urban
385321435392684738,PC,4G,Rural
-1379367895433945508,Tablet,5G,Urban
-4838350704421747934,Smartphone,4G,Suburban
-4889046172416811510,Smartphone,Wi-Fi,Rural
8045054914691769172,Tablet,4G,Rural
791196010167356929,PC,5G,Urban
-2694195703178886804,Smartphone,5G,Rural
-255732157707211147,Smartphone,Wi-Fi,Rural
2847136126613852075,Tablet,5G,Suburban
3151915694498778406,Tablet,4G,Urban
8355704556745858947,Tablet,Wi-Fi,Urban
-5027080998021405899,PC,5G,Rural
-739610167671676404,PC,4G,Urban
8744899217888647637,PC,Wi-Fi,Suburban
-4355427095438741696,PC,5G,Urban
1310024143362011610,Smartphone,5G,Rural
-1737058575525244200,Smartphone,4G,Rural
2626952683705850720,Tablet,4G,Rural
-5600472202598323589,Smartphone,Wi-Fi,Suburban
5905827559983469177,PC,5G,Suburban
-45215549156244356,Smartphone,Wi-Fi,This is free text for Region
2151972737330701946,Tablet,Wi-Fi,Suburban
-2829266911781258305,Smartphone,Wi-Fi,Suburban
1160514608393193330,Tablet,5G,Suburban
291377836315219763,PC,4G,Urban
611204710456099774,Smartphone,Wi-Fi,Urban
6537183651249324997,Smartphone,5G,Rural
-6371287435677730528,Tablet,4G,Rural
2569996518393194304,Tablet,5G,Rural
-125710072003203043,Tablet,Wi-Fi,Suburban
7800228977734192737,PC,5G,Urban
2380567525981818834,Medios sociales,Wi-Fi,Rural
1629648115659496462,PC,5G,Rural
3192457860422450590,Smartphone,Wi-Fi,Suburban
-2887281145815602960,PC,5G,Suburban
478736155253773532,Tablet,5G,Suburban
-2787147179435148114,Smartphone,4G,Suburban
8557940605974605886,PC,5G,Urban
729276542678062359,PC,Wi-Fi,Urban
4120092405643589493,PC,5G,Rural
5986391439074161184,PC,Wi-Fi,Urban
-5447490918950272932,Smartphone,Wi-Fi,Suburban
1160514608393193330,,5G,
8940500295272150705,Tablet,4G,Suburban
291377836315219763,Tablet,4G,Suburban
4198244550533079466,Smartphone,Wi-Fi,Urban
4530249931213266323,Smartphone,Wi-Fi,Suburban
-3810526495150284398,PC,5G,Rural
6293172242788166692,Smartphone,5G,Suburban
1529725115386817871,device-123,Wi-Fi,Urban
5680920630284740724,Smartphone,4G,Rural
-7112468477270970026,Tablet,5G,Suburban
4881316052701097975,Tablet,4G,Rural
2898723467369245179,Tablet,Wi-Fi,Rural
1785442704967567526,Tablet,Wi-Fi,Rural
6816332441414023658,PC,5G,Rural
1844510227728113591,Smartphone,4G,Suburban
1432357305531870294,Smartphone,5G,Rural
5208807294249334554,Tablet,5G,Urban
-6320454453386318197,Tablet,4G,Suburban
2773533757369285521,Smartphone,5G,Urban
1325685629672906003,Smartphone,5G,Suburban
-4349738075987360359,Smartphone,4G,Urban
-2581244958924002915,Smartphone,5G,Suburban
-1128205283911155729,Smartphone,5G,Rural
-6484404244580469948,Tablet,Wi-Fi,Rural
1186187598950757603,Tablet,4G,Urban
4457033374919341141,Tablet,4G,Suburban
6562118330000339813,device-123,Wi-Fi,Urban
6586427113674851702,PC,4G,Rural
-4453427903468742702,Tablet,4G,Rural
-2218240852896328080,Tablet,4G,Rural
-7291837953928204259,Tablet,4G,Suburban
4737075711965537067,Smartphone,5G,Urban
-3921578383244652769,Smartphone,4G,Suburban
-6230103061641730220,PC,4G,Rural
7113139869987664898,PC,Wi-Fi,Rural
3288944710063526172,Smartphone,4G,Rural
9214466763552829487,PC,4G,Rural
5494579706776625864,Smartphone,Wi-Fi,Suburban
5725004934330146667,Tablet,5G,Urban
6019117114161746941,PC,Wi-Fi,Rural
8056324903950818534,PC,Wi-Fi,Rural
-6938989063583549115,Tablet,5G,Urban
-7053173651273650823,PC,5G,Suburban
-2555384763794801181,PC,5G,Suburban
5010715453280865918,PC,5G,Rural
1824695652539643017,Tablet,Wi-Fi,Urban
-4129208834179481234,Smartphone,5G,Suburban
5346267340760494725,,5G,
2223383312521434142,Smartphone,5G,Suburban
4027743236525514437,Tablet,4G,Rural
-6131149073852800835,device-123,Wi-Fi,Urban
8589280775477528389,,5G,
-6697358723840283270,Smartphone,5G,Urban
6855040960883644208,Smartphone,4G,Suburban
-6792436364444710655,Smartphone,4G,Rural
-3704291591262552299,Tablet,4G,Rural
-2193580945829736577,Smartphone,Wi-Fi,Suburban
-5041143633796132818,Smartphone,4G,Suburban
-6807727590893962036,Tablet,4G,Suburban
-6005631567085779174,Smartphone,4G,Urban
-6962131640187169589,PC,4G,Suburban
6090926139490007395,PC,Wi-Fi,Urban
-2681597908129858545,PC,Wi-Fi,Rural
-2328879512640448058,Smartphone,5G,Rural
625124872992942695,PC,Wi-Fi,Rural
1359119444285036244,Smartphone,Wi-Fi,Suburban
-4127281050598823205,Tablet,Wi-Fi,Suburban
1707639909503778074,PC,5G,Suburban
-7977153847458879583,Tablet,4G,Urban
7537409390759085740,PC,5G,This is free text for Region
5602140250716221453,PC,4G,Suburban
3456547238984648,PC,5G,Rural
-4570900498657220287,,5G,
6604556254627644936,device-123,5G,Rural
5927559624973036488,PC,5G,Rural
4222491575445273345,Tablet,4G,Suburban
-5998613393125725724,PC,Wi-Fi,Urban
-262809532172777522,,5G,
-8705920122694112129,PC,5G,Rural
5019945927785729259,Smartphone,Wi-Fi,Urban
-5913826720240170068,Smartphone,4G,Urban
6037665673552171881,PC,5G,Urban
9014408588352099387,Smartphone,Wi-Fi,Urban
-9051815160653670290,Smartphone,Wi-Fi,Rural
-5733197983383420540,Tablet,Wi-Fi,Urban
9151065310904736526,Tablet,5G,Suburban
-4895644565103115785,PC,Wi-Fi,Rural
-6020801270883708104,Tablet,5G,Suburban
3344079794100034064,PC,5G,Urban
-7242315706965596026,Smartphone,4G,Urban
-1401804613162017117,Smartphone,Wi-Fi,Urban
-7480328761451298662,Tablet,4G,Rural
317334630002553125,PC,4G,Suburban
-4363719656503349427,PC,4G,Urban
-3205557356632582870,Smartphone,Wi-Fi,Medios sociales
-6248508491303760396,Tablet,Wi-Fi,Rural
3097714027993498301,Tablet,Wi-Fi,Rural
4650536502775515439,PC,Wi-Fi,Urban
-1765786400032342031,PC,Wi-Fi,Rural
8012606738925355178,PC,5G,Urban
1221758866589322451,PC,4G,Suburban
-9155143839542401108,PC,Wi-Fi,Urban
7979490513921676496,PC,5G,Suburban
2020138881302692556,device-123,5G,Suburban
-6585941958504284384,device-123,5G,Suburban
291377836315219763,Tablet,Wi-Fi,Suburban
5759853258423336210,Tablet,Wi-Fi,Urban
8199175256874826797,Tablet,4G,Suburban
66320581612409761,PC,Wi-Fi,Rural
153145336858568581,Tablet,5G,Urban
2964637053550451555,Smartphone,5G,Urban
-1204436309015513573,Tablet,5G,Suburban
1918544227145766360,Tablet,Wi-Fi,Urban
-2184174073567620444,Tablet,4G,Rural
-6099821093202779562,PC,4G,Urban
3828477939842981133,Tablet,4G,Urban
2631342420299329600,PC,4G,Urban
4653375719414712025,Smartphone,5G,Suburban
4559745948740656599,Smartphone,5G,Urban
-7353253587620024890,Tablet,5G,Urban
5458423176972574707,PC,Wi-Fi,Urban
1265512803714568140,device-123,5G,Rural
-2902497405216873317,,4G,
5515543131976569000,PC,5G,Suburban
8810387584471306692,Tablet,5G,Suburban
-1531054832167218229,Tablet,4G,Suburban
1006103984382131680,PC,4G,Suburban
-4965867048680034079,Smartphone,Wi-Fi,Suburban
-8701757841743400444,Tablet,4G,Urban
-3928968086892929855,PC,4G,Rural
6684495543686139164,PC,Wi-Fi,Urban
-6354976659858341461,device-123,5G,Rural
-7486889741608999645,PC,Wi-Fi,Suburban
-2915416466776746785,PC,5G,Rural
-508932133337681772,PC,5G,Urban
6576241844805044921,PC,This is free text for Network_Type,Urban
9196360746080217098,Smartphone,5G,Urban
3851621599163678989,This is free text for Device_Type,4G,Rural
2114417054996652197,Jeux,Wi-Fi,Rural
2513866134548502946,Smartphone,5G,Suburban
-4281017704459559980,Tablet,5G,Suburban
6951021352860503495,Smartphone,4G,Suburban
-3534856087122357992,PC,4G,Suburban
-7604823788311577563,PC,5G,Urban
509442487981719699,PC,Wi-Fi,Rural
6862792107841764322,device-123,Wi-Fi,Urban
3612693662530896462,Smartphone,Wi-Fi,Rural
-3324066681190805462,Tablet,4G,Rural
7912028300920336019,device-123,Wi-Fi,This is free text for Region
-8489386750292407355,Tablet,5G,Rural
-2970412483235314410,Tablet,5G,Rural
4694041827100064323,Smartphone,5G,Suburban
-4644073723206416572,Smartphone,Wi-Fi,Suburban
-2696629850749663292,Smartphone,4G,Rural
8722078026126385713,PC,4G,Rural
-4480477952064673886,Smartphone,Wi-Fi,Urban
1335677078031038355,device-123,4G,Jeux
-5523122959193641650,PC,4G,Urban
-5913859125699182850,PC,Wi-Fi,Suburban
32118095636426091,Smartphone,4G,Rural
-3629916751940426359,Streaming,5G,Suburban
-5920693585362277557,PC,Wi-Fi,Achats
-125710072003203043,device-123,5G,Suburban
3159505018968090124,Tablet,4G,Suburban
-289338002488424679,Tablet,4G,Urban
8530996704342047213,Tablet,4G,Urban
-8612874595503965749,Smartphone,Wi-Fi,Urban
-5730965024344910065,Tablet,5G,Suburban
-7863438690635192425,PC,This is free text for Network_Type,Urban
2168507181348795914,Smartphone,4G,Urban
-1442239824531453481,Smartphone,Wi-Fi,Suburban
-1773788834779889742,Smartphone,Wi-Fi,Suburban
-7720405585405620390,Tablet,5G,This is free text for Region
-615151639383522783,PC,4G,Rural
-4869143854539985380,,5G,
-6952122850466530787,PC,Wi-Fi,Suburban
-472662528204358414,PC,4G,Rural
8461800230119679803,Smartphone,4G,Suburban
2680772248528304338,Tablet,5G,Suburban
-3181838952067153857,Tablet,5G,Rural
-4114063863994673557,PC,Wi-Fi,Rural
4945950343446120698,Tablet,4G,Rural
5416615247181259483,Tablet,5G,Urban
-125710072003203043,Smartphone,4G,Urban
-5792261686186575113,Tablet,5G,Urban
2568097818603886093,Tablet,Wi-Fi,Rural
-1184724167125843946,Tablet,Wi-Fi,Urban
-6413046779044921016,device-123,Wi-Fi,Rural
2468751030236953002,Smartphone,5G,Suburban
6621855565243513216,PC,Wi-Fi,Suburban
2194125275368474472,PC,5G,Suburban
2079231964683463601,Smartphone,5G,Suburban
-3774742845153630200,device-123,5G,Rural
-3751822759348807643,PC,4G,Urban
8078308679521720797,Smartphone,4G,Rural
-8316872839212729947,PC,5G,This is free text for Region
3099585921575227474,PC,4G,Suburban
-4895769108463298946,Tablet,5G,Rural
-3240654755631710237,Smartphone,4G,Rural
-9052776952921663443,Tablet,5G,Rural
2386594059926392652,,5G,
-4158416398733207410,PC,Wi-Fi,Suburban
5954976488878182011,Smartphone,4G,Urban
4031657823185552911,PC,5G,Suburban
5037760941357955880,device-123,Wi-Fi,Suburban
1076393312056314370,Smartphone,4G,Urban
-173155702416896414,Tablet,4G,Urban
-1399667933990926861,Tablet,4G,Urban
-4306806020699916404,Tablet,4G,Rural
232561206167318725,PC,Streaming,Rural
-7198578372974967700,Smartphone,Wi-Fi,Suburban
1596381617334318332,Smartphone,Jeux,Rural
-2060773492727296709,Smartphone,4G,Rural
8138849699239685389,Tablet,5G,Rural
4351104187285372502,,Wi-Fi,
-7679794245561244003,Smartphone,Wi-Fi,Suburban
2405786136807475056,Tablet,5G,Suburban
-3481259167280456980,Smartphone,Wi-Fi,Suburban
102209127238105415,Smartphone,4G,Rural
-4293006991076048901,PC,4G,Rural
867079105301252730,Smartphone,4G,Rural
1599194015371389750,PC,Wi-Fi,Suburban
4835863069063199748,Smartphone,5G,Rural
-4638152140572992365,PC,5G,Urban
2238072612183630104,,Wi-Fi,
2661356250905328964,Smartphone,4G,Suburban
-6315333760301910088,Tablet,5G,Urban
8942875944707274035,PC,5G,Urban
-3957402431406191435,Smartphone,4G,Suburban
-2082654134568247874,,Wi-Fi,
-8730005114315014873,Tablet,5G,Urban
3952447308157928102,Tablet,5G,Urban
-3799927391691472640,Smartphone,5G,Urban
2109845635139821629,Smartphone,5G,Suburban
-3731829818024092781,Tablet,5G,Suburban
-1906689424370184904,PC,Wi-Fi,Rural
-2446843759313291702,PC,4G,Urban
4405687080336907288,Smartphone,Streaming,Suburban
291377836315219763,Smartphone,5G,Urban
177851459692583653,PC,4G,Urban
-5140505611420298474,Smartphone,4G,Suburban
-3810342517299855792,PC,5G,Urban
-6178312030772628611,Smartphone,4G,Suburban
6627903118526843807,PC,5G,Suburban
4302094415558684705,PC,4G,Urban
-3185765820965882000,PC,5G,Suburban
-6488578673376719981,Smartphone,5G,Rural
-7504371435579870191,PC,4G,Urban
8298342394702227179,Tablet,5G,Rural
-190040105275446347,Smartphone,5G,Rural
3585287698941208095,Tablet,4G,Urban
-7025540894707642703,Tablet,Wi-Fi,Suburban
1541912536750199234,Smartphone,5G,Urban
-8436504594900203201,PC,Wi-Fi,Suburban
-114129978633650765,PC,5G,Rural
930837360113401248,Smartphone,5G,Urban
-1250743191086844806,PC,Wi-Fi,Suburban
-5393228312649587993,PC,5G,Rural
6839049505539294696,PC,4G,Urban
-4078859892570449039,Smartphone,Wi-Fi,Urban
6013569856984824370,Smartphone,4G,Suburban
3119105982088762992,Smartphone,4G,Suburban
3763066661168702670,Tablet,5G,Rural
-125710072003203043,,5G,
-8810132571415499929,Tablet,4G,Suburban
-2839586498804546937,Tablet,Wi-Fi,Urban
8288306841028169648,Tablet,4G,Rural
-3738058491737512377,Streaming,5G,Achats
-5501916733428256808,Smartphone,Streaming,Urban
1666551161516444861,PC,4G,Suburban
-5883494818831113611,Tablet,4G,Urban
8564964324632341316,device-123,4G,Suburban
5612767868117900554,Smartphone,5G,Suburban
2239011096193952679,PC,5G,Suburban
2399924634356093766,device-123,5G,Rural
-4786251675359976905,Smartphone,4G,Rural
7172606343915776974,PC,5G,Urban
-8004767552563472378,Smartphone,4G,Suburban
-6839005305166274040,Tablet,Wi-Fi,Suburban
6412925097601234730,Smartphone,4G,Rural
-7738280765522057460,Smartphone,Wi-Fi,Suburban
-4330331655743505216,Smartphone,4G,Suburban
6066520435952858225,Smartphone,5G,Suburban
-476487429565624885,Tablet,Jeux,Rural
4302792121985511767,Smartphone,4G,Urban
8294321740028183786,PC,Wi-Fi,Suburban
-6103911451403119661,Tablet,5G,Rural
7373470825523422770,Smartphone,4G,Urban
-1429080224032422056,PC,4G,Suburban
-3289827923613865282,Smartphone,Jeux,Jeux
-4465397847325971387,PC,5G,Urban
-7061118488292761993,Tablet,Wi-Fi,Urban
1635599784213879519,PC,Wi-Fi,Rural
2540987866235561317,Tablet,Wi-Fi,Suburban
-29808746627458811,PC,4G,Suburban
-8823839420484233564,PC,5G,Urban
291377836315219763,Smartphone,4G,Suburban
7744781884097832337,PC,5G,Suburban
261556684944132884,PC,5G,Rural
5841372300889202458,PC,4G,Rural
458632681699694185,device-123,Wi-Fi,Suburban
7083660491940261643,Smartphone,4G,Rural
-7567125065504330400,PC,5G,Urban
-3153434125234396159,PC,5G,Urban
7069852901114667577,Smartphone,4G,Suburban
-6079344453233553628,Tablet,5G,Urban
7358995423409206313,Smartphone,4G,Suburban
408277043743368286,,4G,
-4899018618498271035,Tablet,4G,Rural
172965260137221784,Tablet,5G,Urban
8886926652474554203,Smartphone,4G,Suburban
8608476561581824513,Smartphone,5G,Suburban
-6556877645937683372,PC,4G,Rural
-3734737435224611206,Smartphone,Wi-Fi,Rural
1374402288077637997,PC,4G,Urban
335175734870755059,Smartphone,Wi-Fi,Urban
-5059972287758174697,PC,Wi-Fi,Urban
1518946405325010932,Smartphone,5G,Urban
-2459713020321906355,Smartphone,Wi-Fi,Rural
6413290814620643126,PC,5G,Urban
291377836315219763,Smartphone,Wi-Fi,Suburban
6553336404121449689,PC,5G,Rural
2876594980559257684,Smartphone,Wi-Fi,Rural
3030543226056431972,Smartphone,4G,Suburban
6301839456363234611,Tablet,5G,Rural
191338404507571917,Tablet,4G,Urban
291377836315219763,Tablet,5G,Urban
-6232314812019989927,PC,Wi-Fi,Rural
-8550472482587629177,Tablet,Medios sociales,Rural
1160514608393193330,PC,Wi-Fi,Rural
6779400974360517272,Smartphone,5G,Urban
-4751116885151149078,PC,5G,Rural
3392241304629760779,PC,Wi-Fi,Urban
291377836315219763,Tablet,5G,Rural
3430105445524772117,Tablet,4G,Suburban
569925350771798260,Medios sociales,5G,Suburban
7719679416523919639,device-123,5G,Suburban
2513866134548502946,Smartphone,5G,Rural
6656100977568621897,PC,4G,Urban
8813880931674286969,Smartphone,5G,Rural
-9194763886587817415,Smartphone,5G,Suburban
3006822024517503561,Tablet,5G,Suburban
5232725940247559787,Tablet,Wi-Fi,Rural
8244258871562064455,PC,4G,Rural
